time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,ret,logret,rv_30,atr14,ema5,ema15,mom30,put_call_ratio_oi,total_oi,total_oi_change,opt_skew_proxy,vol_60
08:46.4,20964.15534,20971.3268,20947.01728,20953.74288,3160,20965.66255,110309,406200,318900,17150,16050,10918,725100,-13400,-0.000717245,-0.000717502,0.005082356,37.09041868,20995.37916,21030.90484,0.001822964,0.785081241,725100,-13400,1100,0.001548073
13:46.4,20917.10009,20925.62125,20903.65029,20906.47547,2630,20911.68732,100785,412300,315300,18400,17000,-9524,727600,2500,-0.002255798,-0.002258346,0.005170035,38.01914489,20965.7446,21015.35117,0.00114352,0.764734417,727600,2500,1400,0.001577123
18:46.4,20941.17035,20943.01474,20924.35344,20926.63149,1310,20927.54792,92745,405600,316000,17400,17500,-8040,721600,-6000,0.000964104,0.00096364,0.005057662,37.91344009,20952.70689,21004.26121,0.004073444,0.779092702,721600,-6000,-100,0.001573981
23:46.4,20943.96952,20957.05762,20918.58269,20927.21151,1770,20925.34678,92058,398300,316300,17350,16950,-687,714600,-7000,2.77E-05,2.77E-05,0.005057659,37.95354652,20944.20843,20994.63,0.004073962,0.794125031,714600,-7000,400,0.00156996
28:46.4,20898.43815,20901.20968,20878.37203,20885.7185,3110,20890.98943,104029,407600,326000,17100,19650,11971,733600,19000,-0.00198273,-0.001984698,0.005083252,38.73111295,20924.71179,20981.01606,0.000152773,0.799803729,733600,19000,-2550,0.001580988
33:46.4,20888.95631,20890.97402,20888.14351,20890.62181,1160,20898.03015,108360,409600,319800,19000,16850,4331,729400,-4200,0.000234769,0.000234741,0.005083607,36.33999903,20913.34846,20969.71678,0.000572685,0.780761719,729400,-4200,2150,0.001576644
38:46.4,20865.61061,20868.4128,20853.41867,20856.29633,1110,20862.50692,93403,400000,313900,16450,18850,-14957,713900,-15500,-0.001643105,-0.001644456,0.005139899,36.4016521,20894.33109,20955.53922,-0.002003235,0.78475,713900,-15500,-2400,0.001589857
43:46.4,20875.81142,20892.81187,20872.03578,20881.17248,1820,20875.8337,78446,396100,325900,18650,17100,-14957,722000,8100,0.00119274,0.001192029,0.004742029,36.40978697,20889.94488,20946.24338,-0.004353796,0.822772027,722000,8100,1550,0.001592386
48:46.4,20918.03731,20930.91911,20917.3795,20918.40038,1860,20925.57656,98027,393200,315000,18150,18150,19581,708200,-13800,0.001782846,0.001781258,0.004837909,37.36241903,20899.43005,20942.763,-0.003406864,0.801119023,708200,-13800,0,0.001592616
53:46.4,20859.49118,20865.71664,20834.29353,20838.96018,770,20847.46946,87002,407700,315700,17350,19600,-11025,723400,15200,-0.003797623,-0.003804852,0.004970275,40.70130693,20879.27343,20929.78765,-0.009939335,0.77434388,723400,15200,-2250,0.001663421
58:46.4,20863.2992,20887.60488,20856.43368,20870.13168,2600,20872.15564,105751,402700,322800,19350,18500,18749,725500,2100,0.001495828,0.00149471,0.005046002,41.2686917,20876.22618,20922.33066,-0.009151487,0.801589272,725500,2100,850,0.001675306
03:46.4,20858.49704,20868.09055,20854.37453,20866.95306,2540,20877.6345,129614,410700,329300,19450,19550,23863,740000,14500,-0.000152305,-0.000152316,0.004976818,39.44643858,20873.13514,20915.40846,-0.010409822,0.801801802,740000,14500,-100,0.001664723
08:46.4,20879.72113,20880.08001,20852.72329,20869.34535,3020,20868.18553,72968,402600,321000,16450,19150,-56646,723600,-16400,0.000114645,0.000114638,0.004828857,38.58288726,20871.87187,20909.65057,-0.007893352,0.797317437,723600,-16400,-2700,0.0016648
13:46.4,20886.6083,20892.67392,20871.30666,20890.99648,870,20903.26316,123013,397400,310200,18500,16550,50045,707600,-16000,0.001037461,0.001036923,0.004883806,37.49329349,20878.24674,20907.31881,-0.006419758,0.780573729,707600,-16000,1950,0.001656014
18:46.4,20863.27108,20877.48034,20845.04012,20854.3364,920,20859.33507,109380,396100,321200,18400,19700,-13633,717300,9700,-0.001754827,-0.001756369,0.00489829,38.09779819,20870.27663,20900.69601,-0.006562262,0.810906337,717300,9700,-1300,0.001652314
23:46.4,20853.49724,20856.98113,20852.77045,20854.51562,1660,20855.58231,122056,395600,326600,19550,18250,12676,722200,4900,8.59E-06,8.59E-06,0.004467408,35.6772902,20865.02296,20894.92346,-0.009729207,0.825581395,722200,4900,1300,0.001621841
28:46.4,20828.8205,20830.06627,20808.87957,20815.65149,4540,20817.82601,91285,407200,325300,16700,19350,-30771,732500,10300,-0.001863583,-0.001865322,0.004519089,36.38863004,20848.5658,20885.01446,-0.012132584,0.798870334,732500,10300,-2650,0.001624711
33:46.4,20862.67421,20874.1819,20840.56539,20843.96971,2390,20854.38722,71079,389900,318400,19850,19700,-20206,708300,-24200,0.001360429,0.001359504,0.004630105,37.97018524,20847.03377,20879.88387,-0.010479321,0.816619646,708300,-24200,150,0.001630866
38:46.4,20863.54978,20872.10961,20838.67144,20859.55632,950,20865.21286,103593,398600,324600,19850,18850,32514,723200,14900,0.000747775,0.000747496,0.004577747,37.64646961,20851.20795,20877.34292,-0.010996915,0.814350226,723200,14900,1000,0.001564874
43:46.4,20923.34231,20925.27049,20918.83039,20922.0479,2150,20930.28115,127993,402000,319400,18250,19750,24400,721400,-1800,0.002995825,0.002991347,0.004960646,39.65130569,20874.82127,20882.93105,-0.007512634,0.794527363,721400,-1800,-1500,0.001608985
48:46.4,20921.64777,20926.04161,20913.7202,20917.48771,3540,20928.41503,78789,405200,313900,18700,19400,-49204,719100,-2300,-0.000217961,-0.000217984,0.004553892,37.69916994,20889.04342,20887.25063,-0.010786214,0.774679171,719100,-2300,-700,0.001602283
53:46.4,20899.63702,20919.54052,20881.61075,20887.26412,2520,20888.1457,81793,396400,314700,16300,19550,3004,711100,-8000,-0.001444896,-0.001445941,0.004595711,37.71564135,20888.45032,20887.25232,-0.011856821,0.793895055,711100,-8000,-3250,0.001613656
58:46.4,20852.44525,20867.50502,20837.84512,20848.27582,2820,20853.24166,111743,408300,318600,19550,16700,29950,726900,15800,-0.001866606,-0.001868351,0.004666107,38.55159527,20875.05882,20882.38025,-0.013645592,0.780308597,726900,15800,2850,0.001611764
03:46.4,20796.32961,20811.89712,20787.43819,20799.12978,2940,20801.88906,89755,392700,310800,16250,17450,-21988,703500,-23400,-0.002357319,-0.002360102,0.004747899,40.14345475,20849.74914,20871.97394,-0.014392105,0.79144385,703500,-23400,-1200,0.001627886
08:46.4,20747.17943,20753.3131,20734.20323,20746.71373,2580,20757.19325,133321,401800,318200,17600,17500,43566,720000,16500,-0.002520108,-0.002523289,0.004846413,41.91367637,20815.404,20856.31642,-0.01526701,0.791936287,720000,16500,100,0.001658533
13:46.4,20755.70184,20761.31499,20746.50737,20757.59581,2970,20759.36567,113041,410200,325800,18050,17500,-20280,736000,16000,0.000524521,0.000524383,0.004866066,39.97752991,20796.1346,20843.97634,-0.013610314,0.794246709,736000,16000,550,0.001630712
18:46.4,20771.75402,20784.18132,20735.20414,20764.79428,3440,20769.24521,85615,395900,316500,19600,16900,-27426,712400,-23600,0.000346788,0.000346727,0.004878377,40.6203622,20785.68783,20834.07858,-0.013345923,0.799444304,712400,-23600,2700,0.001630058
23:46.4,20722.75346,20750.37796,20717.11084,20734.89408,3760,20753.32154,88707,396100,323000,18550,17100,3092,719100,6700,-0.001439947,-0.001440985,0.004907545,41.12486784,20768.75658,20821.68052,-0.013977449,0.815450644,719100,6700,1450,0.001638088
28:46.4,20750.80114,20772.83795,20717.29732,20738.59787,4320,20750.74105,89497,396600,317700,19900,17800,790,714300,-4800,0.000178626,0.00017861,0.004912621,42.15456489,20758.70368,20811.29519,-0.012865975,0.801059002,714300,-4800,2100,0.001631428
33:46.4,20735.97809,20748.51022,20734.44549,20741.03311,2070,20738.73981,99141,399400,317100,18500,17100,9644,716500,2200,0.000117425,0.000117419,0.004842763,40.14814843,20752.81349,20802.51243,-0.010861361,0.793940911,716500,2200,1400,0.001591978
38:46.4,20740.75185,20758.66563,20726.06461,20753.0085,4540,20762.77472,106089,392800,317300,16200,19800,6948,710100,-6400,0.000577377,0.00057721,0.004867202,39.60906803,20752.87849,20796.32444,-0.009579882,0.807790224,710100,-6400,-3600,0.001590907
43:46.4,20791.17846,20826.6158,20784.49642,20796.17778,500,20804.63415,104628,402400,323400,18300,17150,-1461,725800,15700,0.002080146,0.002077985,0.004914471,42.03751271,20767.31159,20796.30611,-0.005275767,0.803677932,725800,15700,1150,0.001604436
48:46.4,20819.37499,20829.72592,20812.4905,20817.26678,2660,20814.55656,77505,390900,312800,16250,17350,-27123,703700,-22100,0.00101408,0.001013567,0.004918449,41.43112867,20783.96332,20798.92619,-0.005226102,0.800204656,703700,-22100,-1100,0.001590934
53:46.4,20811.19883,20820.78708,20795.1158,20805.70158,4650,20809.17579,118037,412400,326200,19350,19500,40532,738600,34900,-0.000555558,-0.000555712,0.004921626,40.30542522,20791.20941,20799.77311,-0.005806312,0.790979631,738600,34900,-150,0.001592423
58:46.4,20783.60508,20800.2504,20774.66624,20794.3719,2980,20792.61871,94198,395600,325300,18450,19550,-23839,720900,-17700,-0.000544547,-0.000544695,0.004812638,39.64327677,20792.26357,20799.09796,-0.004373639,0.822295248,720900,-17700,-1100,0.001572781
03:46.4,20716.83668,20719.35517,20693.70987,20702.09691,4410,20691.37776,81449,398100,313600,17100,16400,-12749,711700,-9200,-0.004437499,-0.004447373,0.005393798,44.0017596,20762.20802,20786.97283,-0.00902438,0.787741773,711700,-9200,700,0.001671221
08:46.4,20694.7078,20699.57316,20672.71951,20684.66958,1180,20687.9007,90739,407400,315100,17450,17700,9290,722500,10800,-0.000841815,-0.000842169,0.005345804,42.95716221,20736.36187,20774.18492,-0.008229014,0.773441335,722500,10800,-250,0.001667581
13:46.4,20688.3618,20694.69588,20676.75051,20684.24939,790,20685.24581,120286,414000,308400,18900,17100,29547,722400,-100,-2.03E-05,-2.03E-05,0.005278097,41.17060514,20718.99105,20762.94298,-0.009430653,0.744927536,722400,-100,1800,0.00159465
18:46.4,20657.95636,20680.85413,20642.18594,20670.74006,1640,20668.04727,103806,410300,325300,19150,16100,-16480,735600,13200,-0.000653122,-0.000653335,0.005133234,41.23437958,20702.90738,20751.41762,-0.011839353,0.792834511,735600,13200,3050,0.00158941
23:46.4,20654.09605,20672.2884,20634.44824,20658.01793,570,20662.09012,105551,396100,325700,17850,19150,1745,721800,-13800,-0.000615466,-0.000615655,0.00472691,40.99193545,20687.94423,20739.74266,-0.008682883,0.822267104,721800,-13800,-1300,0.001539445
28:46.4,20656.68371,20675.25629,20617.10684,20646.6854,4180,20637.67966,76600,403500,321000,16450,17400,-28951,724500,2700,-0.000548578,-0.000548728,0.004609389,42.21747219,20674.19129,20728.1105,-0.01070651,0.795539033,724500,2700,-950,0.001533974
33:46.4,20649.92422,20672.88253,20637.40871,20646.7203,3240,20651.1053,102644,400000,305500,19650,16900,26044,705500,-19000,1.69E-06,1.69E-06,0.004612547,41.73578341,20665.03429,20717.93672,-0.010554141,0.76375,705500,-19000,2750,0.001522803
38:46.4,20630.00657,20635.35045,20594.54693,20623.66983,3640,20627.88983,119950,385600,322500,16050,18100,17306,708100,2600,-0.001116423,-0.001117047,0.004623946,42.48132529,20651.24614,20706.15336,-0.011772076,0.836358921,708100,2600,-2050,0.001501829
43:46.4,20635.4326,20638.53803,20624.4559,20628.1092,4880,20636.43516,63940,396200,333700,16350,16250,-56010,729900,21800,0.000215256,0.000215233,0.004561658,40.50895982,20643.53383,20696.39784,-0.01258376,0.842251388,729900,21800,100,0.001503383
48:46.4,20649.32309,20665.95235,20643.20608,20659.42979,4630,20653.62545,92221,392200,309700,16700,17250,28281,701900,-28000,0.001518345,0.001517194,0.004621159,40.31854493,20648.83248,20691.77684,-0.009346095,0.789648139,701900,-28000,-550,0.001511984
53:46.4,20615.78284,20628.59974,20598.27395,20601.64307,3840,20618.98609,112463,405900,328200,19300,16050,20242,734100,32200,-0.002797111,-0.002801031,0.004828564,41.80692307,20633.10268,20680.51011,-0.012125554,0.80857354,734100,32200,3250,0.00147682
58:46.4,20659.66686,20688.98085,20653.65426,20676.2853,850,20691.31159,103164,404600,303700,17200,17200,-9299,708300,-25800,0.00362312,0.003616573,0.005263955,45.05912721,20647.49688,20679.98201,-0.00669526,0.750617894,708300,-25800,0,0.001559662
03:46.4,20656.81845,20668.83216,20652.69696,20665.37275,3600,20664.71219,79623,388600,315100,19150,17400,-23541,703700,-4600,-0.000527781,-0.00052792,0.005182333,43.52549908,20653.4555,20678.15585,-0.00856828,0.810859496,703700,-4600,1750,0.001559903
08:46.4,20657.6091,20687.41556,20643.97428,20668.87639,930,20682.06152,107965,410600,323500,16550,19100,28342,734100,30400,0.000169542,0.000169527,0.005153918,43.51948366,20658.5958,20676.99592,-0.00914113,0.787871408,734100,30400,-2550,0.001547309
13:46.4,20679.77258,20685.63224,20672.51773,20674.98584,2040,20684.43682,76651,401600,314800,18400,16450,-31314,716400,-17700,0.000295587,0.000295543,0.004789978,41.60779565,20664.05915,20676.74466,-0.011808694,0.783864542,716400,-17700,1950,0.001549247
18:46.4,20687.215,20693.41932,20672.36751,20685.66407,1260,20687.07426,82649,405500,326600,16300,19500,5998,732100,15700,0.000516481,0.000516348,0.004817394,40.13951069,20671.26079,20677.85959,-0.011082767,0.805425401,732100,15700,-3200,0.001487694
23:46.4,20717.01994,20723.82687,20701.58397,20702.17462,1270,20702.5461,84748,403300,309600,19400,18050,2099,712900,-19200,0.000798164,0.000797845,0.004818969,39.99831727,20681.5654,20680.89897,-0.008861357,0.767666749,712900,-19200,1350,0.001495269
28:46.4,20726.15165,20733.38217,20719.24755,20720.71454,1500,20721.55647,130867,402000,318300,19450,16850,46119,720300,7400,0.000895554,0.000895153,0.004773212,39.37040525,20694.61511,20685.87591,-0.006118553,0.791791045,720300,7400,2600,0.001503429
33:46.4,20707.32726,20719.20581,20702.4066,20712.4384,4870,20734.14319,66605,402600,326300,17200,17350,-64262,728900,8600,-0.000399414,-0.000399493,0.004603211,37.86594352,20700.55621,20689.19622,-0.004168029,0.810481868,728900,8600,-150,0.001494175
38:46.4,20718.76615,20736.19949,20706.63882,20732.19257,4810,20744.79848,68082,394100,314900,18100,19950,1477,709000,-19900,0.000953734,0.00095328,0.004420728,37.27270996,20711.10166,20694.57077,-0.000699926,0.799035778,709000,-19900,-1850,0.001492667
43:46.4,20683.45857,20690.03116,20654.90024,20672.00865,790,20674.88553,105666,399400,315100,18200,17950,37584,714500,5500,-0.002902921,-0.002907143,0.004701974,40.13125403,20698.07066,20691.7505,-0.004123173,0.7889334,714500,5500,250,0.001527041
48:46.4,20687.03379,20689.18858,20677.20825,20683.25318,880,20686.66743,102096,394400,326900,17600,16250,-3570,721300,6800,0.000543949,0.000543802,0.004710144,38.49187391,20693.1315,20690.68834,-0.003926892,0.828853955,721300,6800,1350,0.001530159
53:46.4,20686.20954,20689.93687,20681.87145,20684.64463,2880,20694.04031,90601,405000,315800,19200,16200,-11495,720800,-500,6.73E-05,6.73E-05,0.004647128,36.31855552,20690.30254,20689.93287,-0.002423424,0.779753086,720800,-500,3000,0.001529347
58:46.4,20679.95962,20689.37567,20663.80536,20665.52719,620,20674.64261,100276,400600,319500,19550,18600,9675,720100,-700,-0.000924234,-0.000924661,0.004668949,35.55082398,20682.04409,20686.88216,-0.003523415,0.797553669,720100,-700,950,0.001529176
03:46.4,20676.17954,20695.43723,20665.22168,20682.29296,1710,20680.4923,78709,402600,321300,18600,18500,-21567,723900,3800,0.000811292,0.000810963,0.004697372,35.16973329,20682.12705,20686.30851,-0.002832075,0.798062593,723900,3800,100,0.001520152
08:46.4,20618.10384,20628.20736,20598.33371,20610.64019,1930,20616.60206,101842,408500,324100,16550,19600,23133,732600,8700,-0.00346445,-0.003470465,0.005056201,38.65469857,20658.29809,20676.84997,-0.006860129,0.793390453,732600,8700,-3050,0.001575671
13:46.4,20601.34634,20618.01077,20588.90378,20599.33368,2210,20600.03894,104191,395500,319800,19750,17150,2349,715300,-17300,-0.000548576,-0.000548727,0.004871368,37.97271924,20638.64329,20667.16044,-0.009465398,0.808596713,715300,-17300,2600,0.001554516
18:46.4,20604.42167,20608.34453,20579.8309,20599.7656,4170,20604.82613,124294,394000,320300,19900,18500,20103,714300,-1000,2.10E-05,2.10E-05,0.00481267,37.29707039,20625.68406,20658.73608,-0.010448114,0.812944162,714300,-1000,1400,0.001546821
23:46.4,20609.56898,20617.9922,20595.77829,20601.43502,2960,20605.25857,138145,386300,322800,19050,16700,13851,709100,-5200,8.10E-05,8.10E-05,0.004817216,36.21970172,20617.60105,20651.57345,-0.009817817,0.835619984,709100,-5200,2350,0.001547005
28:46.4,20578.02933,20581.3351,20564.26805,20577.95684,2960,20588.35474,94647,410700,311600,19000,19450,-43498,722300,13200,-0.001139638,-0.001140288,0.004838129,36.28736385,20604.38631,20642.37137,-0.010407386,0.758704651,722300,13200,-450,0.001534857
33:46.4,20617.34127,20642.1199,20613.87566,20615.11862,4600,20617.58248,74533,400600,317300,18350,17750,-20114,717900,-4400,0.001805902,0.001804274,0.004344602,38.27848475,20607.96375,20638.96478,-0.004201424,0.792061907,717900,-4400,600,0.001556437
38:46.4,20590.77724,20605.11311,20573.15427,20586.94881,940,20591.79694,107699,402800,322600,18800,16350,33166,725400,7500,-0.001366463,-0.001367398,0.004383311,38.54176064,20600.95877,20632.46278,-0.004724309,0.800893744,725400,7500,2450,0.001552549
43:46.4,20620.94804,20627.87971,20608.4315,20613.43726,3020,20605.94577,97323,403100,316400,18650,16250,-10376,719500,-5900,0.001286662,0.001285835,0.004459747,38.71241282,20605.11827,20630.08459,-0.003423481,0.784916894,719500,-5900,2400,0.001554038
48:46.4,20634.37235,20653.15211,20619.0218,20637.66894,4240,20643.80031,96438,396500,325200,17700,17000,-885,721700,2200,0.001175529,0.001174838,0.004507035,38.78401588,20615.96849,20631.03264,-0.0015999,0.820176545,721700,2200,700,0.001542765
53:46.4,20614.58644,20646.88555,20602.98882,20631.63076,3400,20630.93843,67778,399900,316800,18800,17750,-28660,716700,-5000,-0.000292581,-0.000292624,0.004497228,39.14920995,20621.18925,20631.1074,-0.001277333,0.79219805,716700,-5000,1050,0.001469534
58:46.4,20669.76225,20688.49184,20665.74385,20671.20796,2560,20665.9339,101972,392800,321000,18950,17950,34194,713800,-2900,0.001918278,0.00191644,0.004621934,40.41434369,20637.86215,20636.11997,0.001187724,0.817209776,713800,-2900,1000,0.001478596
03:46.4,20632.9934,20650.88082,20620.88314,20643.26985,4610,20654.39109,108457,399200,330000,17500,17250,6485,729200,15400,-0.001351547,-0.001352461,0.004689707,41.12223504,20639.66472,20637.01371,-0.000167119,0.826653307,729200,15400,250,0.001486592
08:46.4,20661.66699,20670.28481,20635.81839,20647.30484,560,20651.17557,119868,405800,322800,19400,19100,11411,728600,-600,0.000195463,0.000195443,0.004644553,40.6468201,20642.21143,20638.3001,0.001146014,0.795465747,728600,-600,300,0.001486899
13:46.4,20692.90775,20717.98747,20692.17191,20694.54002,4950,20685.78317,89890,395100,323500,16200,16900,-29978,718600,-10000,0.002287717,0.002285104,0.004817919,42.79223542,20659.65429,20645.33009,0.003220403,0.818780056,718600,-10000,-700,0.001512697
18:46.4,20672.30931,20675.93501,20660.08251,20660.96674,2910,20660.24181,83492,408500,320300,19200,19150,-6398,728800,10200,-0.001622325,-0.001623643,0.004841567,42.19689788,20660.09178,20647.28467,7.44E-05,0.784088127,728800,10200,50,0.001510414
23:46.4,20715.7398,20718.09849,20697.56079,20700.44201,1590,20704.61316,89730,411300,324300,19150,17700,6238,735600,6800,0.00191062,0.001908797,0.004665815,43.26367302,20673.54185,20653.92934,0.004795683,0.788475565,735600,6800,1450,0.001533651
28:46.4,20708.17849,20715.58677,20692.5238,20700.52298,1630,20704.87888,118673,393500,323100,19100,17600,28943,716600,-19000,3.91E-06,3.91E-06,0.004196354,41.82076596,20682.53556,20659.75354,0.001172245,0.821092757,716600,-19000,1500,0.001516561
33:46.4,20717.35509,20744.20283,20709.24259,20729.70159,3560,20730.74177,127722,404700,328900,16900,19850,9049,733600,17000,0.001409559,0.001408567,0.004253274,41.95355773,20698.25757,20668.49705,0.003112881,0.812700766,733600,17000,-2950,0.00151737
38:46.4,20725.65369,20751.26049,20722.18158,20735.49854,3510,20718.71132,122419,407900,317900,16200,17000,-5303,725800,-7800,0.000279645,0.000279606,0.004254312,41.03394018,20710.67123,20676.87224,0.003223308,0.779357686,725800,-7800,-800,0.001514183
43:46.4,20721.68587,20728.87653,20715.83418,20724.20361,3250,20724.91707,112953,403600,324600,18950,18000,-9466,728200,2400,-0.000544715,-0.000544863,0.004268775,39.50754153,20715.18202,20682.78866,0.002380547,0.804261645,728200,2400,950,0.001459681
48:46.4,20747.11065,20757.55402,20729.01266,20731.21109,1450,20742.01848,99356,404600,329500,16800,16600,-13597,734100,5900,0.000338131,0.000338073,0.00426384,39.06774639,20720.52505,20688.84146,0.002201864,0.814384577,734100,5900,200,0.001461061
53:46.4,20772.02697,20788.34498,20764.35762,20769.98839,3430,20782.88071,102474,394100,325100,16100,17650,3118,719200,-14900,0.001870479,0.001868732,0.004367568,40.35818464,20737.01283,20698.98483,0.003275684,0.824917534,719200,-14900,-1550,0.001473805
58:46.4,20717.8247,20732.15498,20714.32465,20720.94998,2380,20721.31783,105390,391200,325000,19550,18200,2916,716200,-3000,-0.002361023,-0.002363814,0.004561405,41.45143872,20731.65855,20701.73047,1.14E-05,0.830777096,716200,-3000,1350,0.001485259
03:46.4,20758.6066,20760.81824,20758.58344,20760.42854,4090,20776.31028,94957,408200,322300,18350,19900,-10433,730500,14300,0.001905249,0.001903436,0.004681018,41.33835417,20741.24854,20709.06773,0.002316972,0.789563939,730500,14300,-1550,0.001477368
08:46.4,20707.11164,20718.4157,20685.1809,20688.02182,3370,20682.12359,117783,404700,316400,17650,16800,22826,721100,-9400,-0.003487728,-0.003493824,0.005071809,43.76044635,20723.5063,20706.43699,-0.002130539,0.781813689,721100,-9400,850,0.001510069
13:46.4,20739.41545,20740.14362,20725.44401,20730.18312,2030,20729.29152,66944,396300,326300,19950,16650,-50839,722600,1500,0.002037957,0.002035883,0.004923039,44.35768598,20725.73191,20709.40526,0.002814166,0.823366137,722600,1500,3300,0.001532212
18:46.4,20774.70364,20800.90343,20766.88023,20774.03805,1070,20783.74885,70645,409300,314900,19500,18000,3701,724200,1600,0.002115511,0.002113276,0.005051057,46.24073088,20741.83395,20717.48436,0.004389293,0.769362326,724200,1600,1500,0.001556203
23:46.4,20740.9421,20748.08008,20736.09193,20746.50369,4720,20755.22171,66909,394500,324700,16900,16750,-3736,719200,-5000,-0.001325422,-0.001326301,0.00512043,45.64825829,20743.39053,20721.11177,0.002990579,0.823067174,719200,-5000,150,0.001554463
28:46.4,20728.3723,20739.35983,20692.04278,20705.61123,4530,20709.6926,83956,391900,322100,17550,19600,17047,714000,-5200,-0.001971053,-0.001972998,0.005224847,46.27773329,20730.79743,20719.1742,0.001939657,0.82189334,714000,-5200,-2050,0.001575172
33:46.4,20694.22855,20703.47625,20680.43449,20692.55104,3870,20689.74228,126923,384700,319300,16600,18950,42967,704000,-10000,-0.000630756,-0.000630955,0.005220253,44.77051899,20718.04863,20715.84631,0.000495984,0.829997401,704000,-10000,-2350,0.001576974
38:46.4,20687.76507,20693.2581,20674.7673,20689.24475,990,20686.41985,76220,408300,313600,19000,16400,-50703,721900,17900,-0.000159782,-0.000159794,0.004800678,42.89339585,20708.44734,20712.52111,0.003813785,0.768062699,721900,17900,2600,0.001574962
43:46.4,20678.41525,20689.02142,20665.08591,20687.19956,2560,20686.83329,76957,402500,312200,17300,18250,737,714700,-7200,-9.89E-05,-9.89E-05,0.004786207,41.55521314,20701.36475,20709.35592,0.004265472,0.775652174,714700,-7200,-950,0.001549955
48:46.4,20702.81964,20740.01614,20699.52625,20709.99169,1010,20707.43396,83492,405800,321100,17950,17600,6535,726900,12200,0.00110175,0.001101144,0.00481658,42.35959665,20704.24039,20709.43539,0.005350842,0.791276491,726900,12200,350,0.001551051
53:46.4,20743.75772,20767.14014,20737.52699,20749.80008,3910,20754.76365,122150,401200,319800,16750,18050,38658,721000,-5900,0.001922183,0.001920338,0.004917329,43.41594328,20719.42695,20714.48098,0.007201685,0.797108674,721000,-5900,-1300,0.001571153
58:46.4,20787.43867,20796.80732,20769.70913,20779.12431,4200,20782.70497,128705,412700,314400,19200,19600,6555,727100,6100,0.00141323,0.001412232,0.004891798,43.67246451,20739.32607,20722.56139,0.009775872,0.761812455,727100,6100,-400,0.001580883
03:46.4,20770.12471,20775.3768,20748.83692,20750.30999,1990,20747.23046,120301,406900,324000,18250,18000,-8404,730900,3800,-0.001386696,-0.001387658,0.004905563,42.71638768,20742.98738,20726.02997,0.006557875,0.796264438,730900,3800,250,0.001481625
08:46.4,20763.81502,20764.71515,20756.47798,20759.73438,1020,20761.67615,121540,411300,317400,16350,16900,1239,728700,-2200,0.000454181,0.000454078,0.004816674,40.69415695,20748.56971,20730.24302,0.008392966,0.771699489,728700,-2200,-550,0.001478008
13:46.4,20711.65638,20735.05932,20696.28207,20722.02911,2620,20709.70301,133038,398100,318200,18600,17200,11498,716300,-12400,-0.00181627,-0.001817921,0.004922406,42.31973963,20739.72285,20729.21628,0.005268013,0.799296659,716300,-12400,1400,0.001497758
18:46.4,20686.84202,20705.45804,20680.55046,20701.25511,1150,20707.50204,64070,407400,325800,17350,17050,-68968,733200,16900,-0.001002508,-0.001003011,0.00493028,42.25966201,20726.90027,20725.72113,0.003081073,0.799705449,733200,16900,300,0.001501141
23:46.4,20717.01046,20726.80502,20703.06859,20724.37069,2810,20732.97167,75502,405400,319700,17200,17200,11432,725100,-8100,0.001116627,0.001116004,0.004957672,41.06610855,20726.05707,20725.55233,0.004495036,0.788603848,725100,-8100,0,0.001505263
28:46.4,20767.48409,20781.22228,20765.67059,20771.94225,4220,20770.41462,85985,402200,314700,18900,16550,10483,716900,-8200,0.002295441,0.00229281,0.005007216,42.19364258,20741.35213,20731.35107,0.004873169,0.782446544,716900,-8200,2350,0.001530486
33:46.4,20729.27548,20741.48131,20715.17783,20733.2103,3480,20732.46572,102074,396700,311800,16800,18650,16089,708500,-8400,-0.001864628,-0.001866369,0.005067741,43.234413,20738.63819,20731.58347,0.00435689,0.785984371,708500,-8400,-1850,0.001551394
38:46.4,20711.06874,20730.46922,20703.346,20705.30983,3870,20711.05279,102009,390900,316800,19000,19700,-65,707700,-800,-0.00134569,-0.001346596,0.005138398,42.27940526,20727.52874,20728.29927,0.002809325,0.810437452,707700,-800,-700,0.00155465
43:46.4,20710.45552,20717.14386,20700.31165,20709.10872,2000,20713.91074,102321,403700,321600,18150,16150,312,725300,17600,0.000183474,0.000183457,0.00497392,40.46174886,20721.38873,20725.90045,0.000703987,0.796631162,725300,17600,2000,0.001554604
48:46.4,20719.36794,20748.05423,20696.38426,20736.65897,2540,20745.61587,116684,393900,318600,19800,16200,14363,712500,-12800,0.001330345,0.001329461,0.004929812,41.26233641,20726.47881,20727.24526,0.003663538,0.80883473,712500,-12800,3600,0.001551818
53:46.4,20694.42844,20707.38609,20659.65978,20684.67559,3690,20683.99292,61643,407900,318800,19150,16100,-55041,726700,14200,-0.002506835,-0.002509982,0.005033942,43.81496908,20712.54441,20721.92406,-0.000761646,0.781564109,726700,14200,3050,0.001543147
58:46.4,20707.80326,20726.19395,20692.31943,20724.52252,3040,20724.5605,97193,408700,313500,18200,16450,35550,722200,-4500,0.001926398,0.001924545,0.005155436,43.65092517,20716.53711,20722.24886,0.001159369,0.767066308,722200,-4500,1750,0.001491787
