time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change
07:21.7,20426.26232,20431.70684,20403.42494,20407.46937,1120,20412.63102,109816,409900,315900,19650,18150,35326,725800,2600
12:21.7,20390.65212,20394.15996,20388.5924,20390.32301,1170,20398.5443,109847,411700,315400,16250,19300,31,727100,1300
17:21.7,20303.19318,20313.49905,20294.59987,20309.69571,2550,20315.2852,129361,387100,321800,16450,16650,19514,708900,-18200
22:21.7,20302.55826,20313.75577,20296.38681,20303.80766,4490,20314.47355,109791,403800,311400,18800,16450,-19570,715200,6300
27:21.7,20356.80549,20376.72807,20347.96469,20355.65403,4570,20357.36421,91535,393000,325700,18050,17700,-18256,718700,3500
32:21.7,20407.79972,20414.61738,20393.50266,20394.54264,550,20402.74135,91850,400800,327500,16050,19550,315,728300,9600
37:21.7,20394.01596,20398.36181,20379.26146,20396.38969,1680,20389.4879,99884,400500,323600,17200,17950,8034,724100,-4200
42:21.7,20375.80575,20389.54085,20361.36594,20368.09591,3620,20380.39976,122653,404300,329300,18750,17250,22769,733600,9500
47:21.7,20390.34217,20390.50205,20351.99621,20368.01554,800,20378.95205,116130,407400,330600,19500,16500,-6523,738000,4400
52:21.7,20360.03249,20391.54978,20349.31755,20372.19346,550,20374.40735,78285,389100,315800,16850,17400,-37845,704900,-33100
57:21.7,20369.45501,20389.64046,20359.32835,20379.21591,2560,20385.97471,105573,403100,330200,17000,16450,27288,733300,28400
02:21.7,20393.07935,20410.36498,20390.48198,20393.60612,2060,20403.13645,116505,403100,321500,18300,16500,10932,724600,-8700
07:21.7,20430.84964,20437.18573,20429.5331,20433.18973,1160,20430.91499,95256,398200,316700,16000,17200,-21249,714900,-9700
12:21.7,20427.9848,20450.88922,20422.78492,20438.95787,4360,20442.15948,56800,399000,324900,16350,18100,-38456,723900,9000
17:21.7,20421.949,20431.63294,20416.993,20424.23973,4610,20420.32389,96070,411500,311600,18400,16150,39270,723100,-800
22:21.7,20395.27548,20411.06805,20386.61662,20404.49433,3790,20415.54387,70297,397000,328200,18800,18400,-25773,725200,2100
27:21.7,20370.19819,20398.0966,20364.05553,20367.1683,4190,20376.26893,67130,401700,320400,17350,18950,-3167,722100,-3100
32:21.7,20363.48287,20388.92609,20356.03742,20376.84115,4020,20379.19906,121303,401700,321500,19200,18600,54173,723200,1100
37:21.7,20374.91097,20393.87346,20365.7661,20378.17896,4810,20379.82808,150420,392100,319100,16500,18650,29117,711200,-12000
42:21.7,20403.05545,20410.67887,20396.5521,20405.03507,3850,20408.20424,127285,398900,316300,17900,19200,-23135,715200,4000
47:21.7,20378.69308,20381.28068,20361.92926,20365.75198,4280,20364.34314,47788,411600,319700,17250,18200,-79497,731300,16100
52:21.7,20424.577,20435.20724,20424.07834,20427.50748,4430,20430.52644,96539,398300,328100,19300,17150,48751,726400,-4900
57:21.7,20416.47648,20420.3827,20405.5811,20407.98369,3380,20405.71188,88206,404500,316100,19650,17100,-8333,720600,-5800
02:21.7,20416.02628,20427.50961,20371.87182,20409.51068,1890,20419.09294,70581,399600,314400,19500,18850,-17625,714000,-6600
07:21.7,20393.36039,20411.13088,20376.81427,20385.04627,4900,20396.07622,109297,405000,313400,17350,19950,38716,718400,4400
12:21.7,20319.54065,20323.70045,20304.73181,20308.70795,3490,20318.52838,96304,402800,322300,16200,18850,-12993,725100,6700
17:21.7,20346.70708,20371.1408,20331.39555,20368.32313,620,20365.09964,76718,389700,318300,16600,16750,-19586,708000,-17100
22:21.7,20369.41173,20384.12668,20358.41222,20382.97103,2010,20385.77297,58873,398100,318500,16000,19000,-17845,716600,8600
27:21.7,20361.02144,20385.24904,20359.36408,20380.57176,4770,20388.22301,87821,406600,311600,19400,19500,28948,718200,1600
32:21.7,20363.27117,20365.18738,20335.60755,20350.8201,3620,20359.58372,100158,399100,326600,17750,17450,12337,725700,7500
37:21.7,20379.24038,20381.02197,20365.86173,20379.96642,4010,20372.79962,97631,402500,325600,17950,16050,-2527,728100,2400
42:21.7,20331.73438,20333.90861,20314.58224,20318.58475,4490,20327.16218,121255,402500,317100,17650,17500,23624,719600,-8500
47:21.7,20315.8091,20325.66548,20300.59573,20308.7423,1580,20305.22928,106759,401000,322900,16800,16800,-14496,723900,4300
52:21.7,20340.23112,20344.48996,20325.76383,20330.89366,4250,20334.02077,93107,402000,323400,17200,16000,-13652,725400,1500
57:21.7,20302.20131,20317.02501,20294.04885,20314.78445,4050,20326.51109,83655,408800,332000,19950,17150,-9452,740800,15400
02:21.7,20311.3462,20324.25357,20299.89119,20307.32222,1980,20318.21956,64581,397800,303000,19400,17600,-19074,700800,-40000
07:21.7,20270.25992,20284.92709,20242.67299,20281.08809,4160,20293.21291,78174,399400,324300,18400,17850,13593,723700,22900
12:21.7,20284.64972,20299.89425,20276.08497,20290.77691,2530,20288.34442,127166,405400,312800,18000,16250,48992,718200,-5500
17:21.7,20283.76812,20307.51411,20272.59442,20307.13136,3560,20306.20155,117293,399300,318600,17700,18850,-9873,717900,-300
22:21.7,20234.88851,20241.56128,20214.94628,20219.92031,700,20220.55036,105775,402500,323300,18900,17600,-11518,725800,7900
27:21.7,20270.47467,20301.15258,20254.19487,20283.23729,1090,20286.40286,90118,399200,325400,16400,17100,-15657,724600,-1200
32:21.7,20248.35367,20270.4815,20244.35505,20259.96044,4840,20265.32954,124820,401400,321900,18850,18700,34702,723300,-1300
37:21.7,20223.96144,20224.90346,20203.27449,20214.11865,700,20225.90705,79777,400000,318800,18050,18400,-45043,718800,-4500
42:21.7,20230.24911,20245.60772,20221.61687,20240.43639,4120,20238.84583,80006,413500,323800,17500,16300,229,737300,18500
47:21.7,20265.33764,20294.62231,20255.55631,20268.74369,4310,20268.97362,98130,408100,310900,19400,18750,18124,719000,-18300
52:21.7,20234.68454,20236.38815,20225.25789,20232.38309,2940,20245.07066,56337,404500,325700,17250,19050,-41793,730200,11200
57:21.7,20236.7591,20240.05782,20209.69029,20228.42221,4390,20225.43418,79210,393400,323200,16200,16100,22873,716600,-13600
02:21.7,20249.98257,20253.93503,20238.47307,20242.7016,1220,20251.16417,95275,402800,303600,16050,19150,16065,706400,-10200
07:21.7,20271.2493,20293.58695,20260.12433,20292.02542,4980,20295.54418,90775,397700,323300,18650,17250,-4500,721000,14600
12:21.7,20276.81781,20280.07293,20273.15148,20276.82473,1250,20283.24077,80234,396900,317300,16600,19800,-10541,714200,-6800
17:21.7,20265.86031,20291.82315,20251.31377,20273.78558,2350,20272.90546,140707,409400,315700,19050,18300,60473,725100,10900
22:21.7,20240.92058,20250.43349,20214.41932,20232.91632,1270,20241.25537,127265,401200,323700,16800,17550,-13442,724900,-200
27:21.7,20243.73863,20248.56323,20214.9174,20235.84506,4390,20235.9207,134292,394600,317700,19350,17950,7027,712300,-12600
32:21.7,20211.41076,20239.69482,20210.50736,20222.34498,1140,20217.77716,98019,394700,333400,18850,17500,-36273,728100,15800
37:21.7,20123.23884,20124.2201,20105.20975,20109.65991,3910,20116.57787,90228,405200,324700,18700,17600,-7791,729900,1800
42:21.7,20136.62201,20139.92252,20132.36372,20132.44151,3390,20121.35001,132033,398000,323000,19900,19250,41805,721000,-8900
47:21.7,20164.14546,20174.09165,20154.61476,20164.48853,1050,20165.08539,101704,407300,315000,19250,17000,-30329,722300,1300
52:21.7,20093.00313,20102.26914,20087.45174,20094.12204,3800,20099.89591,78790,388400,318100,17900,16400,-22914,706500,-15800
57:21.7,20062.79401,20066.47367,20042.21027,20060.99745,3080,20069.5702,80179,405100,315400,16700,17250,1389,720500,14000
02:21.7,20081.63643,20093.04738,20061.10816,20085.61078,4750,20097.01852,93511,384400,316500,16100,19950,13332,700900,-19600
07:21.7,20143.91042,20159.60232,20133.86638,20150.88883,2390,20165.66474,99559,399700,323200,17350,19100,6048,722900,22000
12:21.7,20144.74017,20153.66526,20134.07316,20152.13971,550,20165.0678,101629,404100,329700,17300,18600,2070,733800,10900
17:21.7,20122.95526,20125.95813,20101.93704,20113.03662,550,20118.21501,96328,402200,321900,18850,16850,-5301,724100,-9700
22:21.7,20117.63657,20125.50859,20110.91135,20114.7783,2400,20125.59373,146792,406100,317300,18000,16500,50464,723400,-700
27:21.7,20159.36987,20178.54362,20158.73092,20171.4127,1970,20176.51272,72937,391800,324700,16450,16300,-73855,716500,-6900
32:21.7,20140.04738,20170.059,20135.18567,20149.0565,4540,20157.23242,113454,407100,318600,19350,16200,40517,725700,9200
37:21.7,20116.11936,20126.257,20091.4198,20102.31106,3070,20102.71705,90450,384200,316500,19500,16000,-23004,700700,-25000
42:21.7,20101.75926,20108.70742,20098.40769,20105.29194,2670,20112.10005,99224,387200,322900,19200,18700,8774,710100,9400
47:21.7,20073.23516,20075.55972,20038.14038,20053.38047,1390,20054.54409,118809,397700,328000,17900,16500,19585,725700,15600
52:21.7,20077.12986,20085.49559,20055.68949,20077.60102,3610,20080.57123,64345,401500,313000,16700,18950,-54464,714500,-11200
57:21.7,20126.31911,20151.05279,20118.67325,20145.41664,4010,20152.25739,81082,392600,317500,16850,19500,16737,710100,-4400
02:21.7,20136.27643,20164.79977,20118.28444,20126.73291,590,20143.38605,97326,407000,311500,18400,16850,16244,718500,8400
07:21.7,20128.85697,20142.53643,20106.65462,20120.45998,1360,20126.86696,129525,408700,323000,16550,18700,32199,731700,13200
12:21.7,20120.24936,20135.5893,20118.82037,20127.93559,2990,20131.89048,129419,388200,313400,18550,16950,-106,701600,-30100
17:21.7,20073.32767,20090.82105,20051.09458,20057.84309,3750,20056.84957,125546,395900,327100,17000,17000,-3873,723000,21400
22:21.7,20100.13672,20106.24283,20087.118,20093.77749,2000,20103.19867,56132,409300,316200,18400,17150,-69414,725500,2500
27:21.7,20097.99103,20119.74802,20089.01538,20103.98466,1620,20105.98224,79004,402600,329800,16750,19700,22872,732400,6900
32:21.7,20092.75177,20107.29687,20079.93283,20086.37949,790,20092.65138,79827,398300,321600,16950,16300,823,719900,-12500
37:21.7,20189.42198,20198.89728,20176.64667,20187.03993,1770,20195.32838,98895,393200,316200,17150,19050,19068,709400,-10500
42:21.7,20198.67346,20207.96853,20193.78521,20206.18925,1270,20217.89333,62939,399300,319300,16400,16950,-35956,718600,9200
47:21.7,20176.11029,20181.20023,20176.0692,20180.36287,4700,20189.49876,121957,398600,321100,19200,19450,59018,719700,1100
52:21.7,20163.41269,20167.42281,20162.99672,20166.10268,1040,20162.73418,60112,403100,317100,16150,18900,-61845,720200,500
57:21.7,20198.37949,20209.77379,20187.38409,20194.95463,3540,20188.58999,120650,403300,332100,17100,17200,60538,735400,15200
02:21.7,20202.01362,20214.60013,20181.66108,20205.75161,830,20214.04488,117416,400200,319500,18350,17900,-3234,719700,-15700
07:21.7,20158.67802,20166.79994,20154.06128,20157.43087,1540,20161.98245,78112,400600,324900,16400,18700,-39304,725500,5800
12:21.7,20186.69471,20201.51489,20183.76783,20191.3155,2210,20197.72505,125239,389900,325200,17950,19750,47127,715100,-10400
17:21.7,20166.67508,20167.12239,20153.21157,20161.66435,710,20176.09863,93335,395200,317500,18900,19750,-31904,712700,-2400
22:21.7,20223.62429,20237.56309,20214.27098,20221.77819,3360,20222.08199,88146,392300,324200,19400,17200,-5189,716500,3800
27:21.7,20256.61714,20263.41842,20244.41871,20246.59054,4400,20258.48385,91571,401900,318000,17600,17150,3425,719900,3400
32:21.7,20243.23229,20243.78673,20206.42979,20242.87795,1540,20243.24235,93286,404400,323000,17200,19150,1715,727400,7500
37:21.7,20282.37037,20291.72473,20267.03684,20274.14586,1980,20287.72104,95126,396000,331800,18300,16600,1840,727800,400
42:21.7,20284.63773,20284.7124,20264.46087,20273.33871,3210,20281.95804,95580,400200,316200,18250,16950,454,716400,-11400
47:21.7,20310.80475,20328.44873,20305.39412,20313.43155,3250,20308.30976,82193,403900,322900,19600,18450,-13387,726800,10400
52:21.7,20325.78134,20332.89969,20317.59486,20327.94339,3480,20329.46426,86836,402300,314900,16650,16050,4643,717200,-9600
57:21.7,20300.19643,20322.7265,20298.013,20308.14267,2210,20323.8754,88567,400500,318600,16950,16750,1731,719100,1900
02:21.7,20280.81241,20287.84907,20260.80468,20276.44062,960,20291.38552,133454,401200,331700,19150,18550,44887,732900,13800
07:21.7,20312.37241,20323.79597,20302.27359,20316.51667,1630,20324.26267,88576,399100,316900,18050,16850,-44878,716000,-16900
12:21.7,20302.37787,20325.53818,20293.21874,20307.96912,3240,20314.18885,87292,393400,315000,19200,16850,-1284,708400,-7600
17:21.7,20290.29196,20308.33973,20285.22068,20294.80425,3530,20300.32282,130326,396900,321600,18350,16650,43034,718500,10100
22:21.7,20261.44581,20286.74643,20247.5823,20253.08134,2560,20259.7873,93559,423000,319900,19250,17750,-36767,742900,24400
27:21.7,20274.52674,20276.50729,20272.15566,20276.04088,4440,20279.23962,82195,401200,316200,19100,17400,-11364,717400,-25500
32:21.7,20337.55232,20347.77571,20335.55829,20341.25518,4620,20352.71353,77860,403200,315100,17900,19450,-4335,718300,900
37:21.7,20305.21492,20333.96222,20301.05555,20305.2878,2910,20312.86888,71596,396200,322700,17200,16350,-6264,718900,600
42:21.7,20306.15567,20319.54726,20278.9165,20284.9715,3500,20283.15383,110823,403100,328300,19900,16500,39227,731400,12500
47:21.7,20349.41991,20351.25744,20334.22903,20351.05284,2450,20359.12199,63912,395900,318200,17850,16700,-46911,714100,-17300
52:21.7,20347.19254,20371.53136,20345.56344,20369.70194,2130,20374.78408,126926,406200,325500,16800,16750,63014,731700,17600
57:21.7,20361.20758,20374.90199,20351.24801,20357.54216,2250,20359.70538,98173,394500,325700,19500,17700,-28753,720200,-11500
02:21.7,20328.98929,20332.64585,20306.79869,20321.58875,3920,20337.22739,91258,410000,322900,17350,18150,-6915,732900,12700
07:21.7,20342.25748,20351.12747,20331.7644,20346.05486,3200,20350.75746,95432,399200,322200,18300,17100,4174,721400,-11500
12:21.7,20336.75124,20349.60113,20322.42482,20339.92762,1590,20332.05501,109261,410700,325800,17600,16500,13829,736500,15100
17:21.7,20367.04697,20382.67624,20362.51636,20379.19322,2210,20381.79358,90603,389900,322900,16150,18800,-18658,712800,-23700
22:21.7,20403.55865,20413.8311,20382.05276,20390.72616,4010,20400.88169,96164,410300,315900,17600,18200,5561,726200,13400
27:21.7,20483.17208,20491.15256,20474.03799,20490.66257,2510,20489.06548,121061,411500,315400,16000,19500,24897,726900,700
32:21.7,20501.19392,20513.03116,20489.78199,20507.2461,2170,20517.25059,106938,396000,324500,19350,16700,-14123,720500,-6400
37:21.7,20511.4203,20526.74272,20503.22461,20509.96249,1510,20507.92572,75000,396100,321700,19650,18000,-31938,717800,-2700
42:21.7,20517.607,20533.96,20507.40402,20521.08152,1350,20533.41474,85845,396700,316800,19150,16050,10845,713500,-4300
47:21.7,20506.94575,20522.60677,20499.13507,20517.50127,1910,20518.08048,64371,403600,314700,18100,18600,-21474,718300,4800
52:21.7,20517.56548,20539.52959,20514.49096,20526.51437,4960,20528.45336,112304,388600,318000,16750,19350,47933,706600,-11700
57:21.7,20508.6812,20510.40659,20480.80996,20496.96029,3860,20498.44063,114439,394400,321300,17700,19650,2135,715700,9100
02:21.7,20514.06936,20523.18333,20513.57909,20522.48175,2620,20530.26461,81312,412500,314200,17350,16600,-33127,726700,11000
07:21.7,20554.85893,20572.80812,20546.72497,20554.1941,1000,20569.67626,146097,404100,331300,16050,19800,64785,735400,8700
12:21.7,20524.05358,20528.20492,20515.04745,20524.80141,1610,20528.99771,148757,407500,324000,16450,16100,2660,731500,-3900
17:21.7,20559.38158,20570.89887,20555.96133,20560.13402,4910,20564.17879,100456,405700,311700,17750,16700,-48301,717400,-14100
22:21.7,20600.24634,20617.87015,20584.96826,20598.69882,3200,20599.27598,84052,396700,319500,18700,17400,-16404,716200,-1200
27:21.7,20596.80427,20614.47612,20594.25711,20609.07695,1140,20603.13734,105476,400400,329300,18300,16150,21424,729700,13500
32:21.7,20531.55865,20535.66394,20527.2785,20530.69922,3930,20531.88884,83579,399900,311000,17750,19900,-21897,710900,-18800
37:21.7,20513.05301,20520.69585,20488.25305,20501.57036,2320,20497.92721,119000,400300,316900,16300,19800,35421,717200,6300
42:21.7,20553.20537,20554.28408,20542.30244,20549.16122,3810,20541.63622,103327,384200,316100,17650,17650,-15673,700300,-16900
47:21.7,20552.70589,20560.84003,20545.3679,20554.54222,590,20558.17834,104765,390900,316400,16350,17900,1438,707300,7000
52:21.7,20522.12664,20535.00145,20510.0348,20534.73969,2830,20535.50402,135183,404400,310700,19250,18400,30418,715100,7800
57:21.7,20506.799,20515.21006,20503.72796,20512.98278,3470,20525.55665,87619,396700,332500,18550,17250,-47564,729200,14100
02:21.7,20532.87828,20533.47754,20511.46544,20524.14631,2930,20522.98299,88420,409100,315100,16600,16950,801,724200,-5000
07:21.7,20549.92971,20581.67728,20548.16199,20575.46495,4000,20583.71797,117167,393500,312500,16500,16200,28747,706000,-18200
12:21.7,20542.7714,20549.01667,20527.99941,20545.49101,3160,20553.61154,91560,392100,321500,19600,18850,-25607,713600,7600
17:21.7,20531.67644,20566.19545,20529.98011,20544.76939,1670,20557.11967,132076,387700,320600,17350,19600,40516,708300,-5300
22:21.7,20519.82,20529.81034,20518.13496,20518.26342,1930,20521.23308,120009,398100,310600,18150,19200,-12067,708700,400
27:21.7,20491.65301,20500.17996,20474.87843,20497.11772,4300,20509.32811,92572,401200,318100,16550,16900,-27437,719300,10600
32:21.7,20541.57121,20558.14054,20526.87007,20550.19321,2500,20557.76152,63768,396100,324300,16650,16150,-28804,720400,1100
37:21.7,20531.84747,20563.85751,20518.64961,20544.35337,2880,20555.484,70955,403100,330100,18200,16950,7187,733200,12800
42:21.7,20569.57318,20581.3434,20552.95454,20580.44798,3830,20599.34592,90364,418000,321200,19750,16750,19409,739200,6000
47:21.7,20616.77217,20636.44874,20612.93077,20625.76312,4520,20629.1258,108094,402600,323500,17700,17600,17730,726100,-13100
52:21.7,20647.8747,20656.71961,20642.90317,20644.62177,4640,20649.80858,122045,395500,320200,16700,16250,13951,715700,-10400
57:21.7,20634.71731,20638.82412,20612.90599,20628.8184,4860,20630.70501,95654,396000,323900,16850,16800,-26391,719900,4200
02:21.7,20647.42385,20654.93181,20644.91029,20650.8576,2950,20664.54277,82222,392800,312700,19800,16250,-13432,705500,-14400
07:21.7,20646.88097,20660.91137,20642.70868,20656.51406,3950,20676.78628,97185,399300,314300,19800,19700,14963,713600,8100
12:21.7,20619.11818,20623.7626,20616.80353,20616.82203,570,20625.48624,100407,397800,322500,19100,17350,3222,720300,6700
17:21.7,20629.35892,20643.04722,20628.14481,20640.34583,2010,20634.50411,126098,388600,318800,18750,18050,25691,707400,-12900
22:21.7,20593.11284,20613.79823,20575.89946,20608.06979,4410,20606.73165,124988,401400,324100,19700,16200,-1110,725500,18100
27:21.7,20630.03886,20649.6884,20592.64268,20620.58699,2600,20631.88454,79961,402700,311200,18450,18800,-45027,713900,-11600
32:21.7,20615.87242,20620.34476,20601.88894,20607.24549,4160,20604.29233,109081,398300,323500,17900,19700,29120,721800,7900
37:21.7,20622.3002,20640.0576,20618.6875,20620.85277,4810,20621.2619,82923,399600,319300,17000,19050,-26158,718900,-2900
42:21.7,20631.27145,20642.35867,20624.92564,20634.44467,2070,20634.63693,83487,388800,327600,16150,16000,564,716400,-2500
47:21.7,20623.46693,20629.69355,20610.7444,20618.05773,1070,20621.70414,120773,406700,320500,19250,19500,37286,727200,10800
52:21.7,20641.83083,20660.41329,20640.38018,20655.7868,1350,20661.50872,96013,401300,323400,19050,17500,-24760,724700,-2500
57:21.7,20627.33801,20644.24346,20620.8276,20631.7117,1040,20624.14338,112797,394000,317700,16500,17750,16784,711700,-13000
02:21.7,20654.521,20677.73432,20648.33031,20654.92838,2500,20649.59462,110694,408300,324800,16300,19950,-2103,733100,21400
07:21.7,20613.06835,20615.44489,20594.29661,20598.2691,1710,20593.09745,98410,397500,323800,18350,16500,-12284,721300,-11800
12:21.7,20617.18249,20618.58301,20595.27495,20603.61829,4950,20599.18422,106659,398500,312600,19300,18000,8249,711100,-10200
17:21.7,20677.43943,20680.88762,20662.76842,20680.34471,1570,20684.58008,104077,392700,326500,18500,19100,-2582,719200,8100
22:21.7,20646.64273,20648.13835,20621.60212,20624.62726,3530,20629.95611,76991,385700,327700,16250,16700,-27086,713400,-5800
27:21.7,20625.86991,20636.75728,20618.34333,20636.31317,1810,20646.71295,109746,395700,317800,19550,16750,32755,713500,100
32:21.7,20641.98215,20652.53889,20625.98498,20640.34985,4700,20647.9141,85880,387800,313700,17350,16400,-23866,701500,-12000
37:21.7,20647.74977,20683.20038,20647.52379,20681.23105,4410,20681.75476,78618,396200,313700,18550,16850,-7262,709900,8400
42:21.7,20658.81879,20688.59498,20655.54487,20682.6582,4340,20688.22139,117092,399500,317900,18050,16450,38474,717400,7500
47:21.7,20674.19014,20677.09616,20663.94191,20672.31448,2470,20682.98695,88173,404900,322300,16350,18000,-28919,727200,9800
52:21.7,20694.08998,20700.08451,20685.48994,20692.98971,960,20695.71674,122213,399000,318700,19900,16550,34040,717700,-9500
57:21.7,20728.77229,20753.73296,20728.21208,20739.09089,2770,20741.30736,121967,392800,328100,16400,19550,-246,720900,3200
02:21.7,20741.72618,20765.9095,20740.42414,20759.38955,2940,20757.65641,90464,402500,313800,18000,18600,-31503,716300,-4600
07:21.7,20734.42874,20735.4544,20707.54339,20717.44694,2520,20716.58825,121366,401900,316900,17100,17900,30902,718800,2500
12:21.7,20755.56499,20759.07639,20712.99593,20737.02638,3100,20745.43881,92213,393100,319600,19550,19200,-29153,712700,-6100
17:21.7,20815.00719,20825.33745,20793.8915,20808.53336,2270,20812.67119,98632,401500,322800,16250,17300,6419,724300,11600
22:21.7,20811.07455,20817.35076,20797.56708,20817.13825,730,20833.53211,109875,404500,323700,17800,16000,11243,728200,3900
27:21.7,20780.88308,20801.2786,20767.22769,20786.04582,2240,20785.98321,140787,401700,311100,16350,17000,30912,712800,-15400
32:21.7,20815.62908,20845.18486,20808.20553,20826.76306,3230,20835.68549,118817,397300,319700,17100,16850,-21970,717000,4200
37:21.7,20812.07882,20815.8952,20788.9249,20799.59472,3890,20806.16579,98844,391200,318500,19200,16350,-19973,709700,-7300
42:21.7,20744.57002,20748.55167,20714.25463,20720.54631,4610,20724.13485,102066,398000,315600,17800,19200,3222,713600,3900
47:21.7,20771.16359,20782.17627,20755.91911,20780.07457,3100,20781.51565,68337,386100,326900,17000,17200,-33729,713000,-600
52:21.7,20754.69875,20754.88445,20745.79034,20746.10426,3350,20753.98842,120096,395200,322900,17850,17750,51759,718100,5100
57:21.7,20752.08797,20762.21914,20704.20577,20731.14405,500,20738.66536,117946,408200,311900,18350,16300,-2150,720100,2000
02:21.7,20762.6321,20764.60788,20744.73407,20764.13805,1350,20769.54911,105669,398500,316600,17700,16100,-12277,715100,-5000
07:21.7,20768.77354,20789.82027,20761.56861,20777.01019,3870,20783.81861,114355,400700,318900,19550,16750,8686,719600,4500
12:21.7,20791.09488,20805.5548,20777.70007,20789.82603,4790,20794.21156,59496,396000,313600,19750,17050,-54859,709600,-10000
17:21.7,20777.72574,20791.81273,20763.71128,20772.96921,1180,20766.89615,78364,404700,316300,16900,17800,18868,721000,11400
22:21.7,20793.93159,20795.96716,20790.1502,20792.27471,800,20796.95946,136029,406600,320300,17350,17100,57665,726900,5900
27:21.7,20786.04553,20796.87788,20779.17605,20782.19406,2470,20784.67617,94845,392500,310300,19650,17650,-41184,702800,-24100
32:21.7,20809.30181,20815.23685,20790.65779,20795.27585,1400,20811.57671,115148,395800,319000,18400,17150,20303,714800,12000
37:21.7,20828.72702,20832.17867,20812.79155,20821.28407,4890,20829.4047,85067,402300,311800,19000,17650,-30081,714100,-700
42:21.7,20799.72951,20810.54622,20793.46387,20805.15075,3980,20810.56951,91156,399700,316600,18800,18400,6089,716300,2200
47:21.7,20833.84766,20846.08773,20823.01346,20837.19857,4320,20844.25923,137093,388200,323100,16000,16350,45937,711300,-5000
52:21.7,20817.3133,20819.36893,20806.70823,20819.06257,4610,20816.83628,96850,412400,315000,19000,17750,-40243,727400,16100
57:21.7,20842.76941,20848.15356,20830.02608,20832.39858,650,20832.75418,110471,407300,326200,16250,18600,13621,733500,6100
02:21.7,20854.46404,20864.69656,20842.77059,20852.57147,3590,20854.64762,102609,397700,314500,18750,19300,-7862,712200,-21300
07:21.7,20912.25402,20926.94296,20885.4575,20889.49035,4860,20896.10243,104928,398400,316500,17400,16250,2319,714900,2700
12:21.7,20905.45448,20908.44076,20894.84265,20907.32005,4450,20908.77466,104244,401800,314500,16050,19950,-684,716300,1400
17:21.7,20894.71235,20912.97362,20893.58421,20909.64014,3250,20910.6766,60447,407000,319200,17500,16350,-43797,726200,9900
22:21.7,20894.31265,20900.85711,20851.69797,20878.91216,3870,20876.3992,109541,405500,324200,16850,19450,49094,729700,3500
27:21.7,20885.02156,20885.85601,20876.88395,20878.90301,2110,20883.23614,89247,406000,316800,18950,18400,-20294,722800,-6900
32:21.7,20910.30591,20915.89122,20909.68182,20913.74677,4860,20918.96831,135591,405500,318700,19800,18100,46344,724200,1400
37:21.7,20859.87959,20889.88905,20858.77211,20872.94667,2410,20879.80462,84547,396600,326000,17000,18750,-51044,722600,-1600
42:21.7,20827.14437,20846.80975,20815.83637,20822.47675,2000,20822.29341,90567,411500,327900,19450,19300,6020,739400,16800
47:21.7,20794.02008,20795.72771,20786.22163,20786.82275,4140,20793.29229,148922,411600,315400,17500,17900,58355,727000,-12400
52:21.7,20823.89053,20831.15377,20791.6593,20803.39021,4600,20801.05852,114468,402900,324300,19600,19000,-34454,727200,200
57:21.7,20877.60035,20887.40837,20876.41064,20878.68012,1620,20881.48373,80331,393900,318300,16650,18500,-34137,712200,-15000
02:21.7,20874.53838,20899.07014,20866.25683,20895.85208,3220,20901.92173,103528,401700,314800,17050,18050,23197,716500,4300
07:21.7,20869.46163,20885.95251,20859.80862,20872.35579,2250,20874.91028,75592,391900,318900,19650,17450,-27936,710800,-5700
12:21.7,20871.86339,20876.58114,20866.93266,20871.63089,1980,20866.02574,105151,401400,326600,19050,16800,29559,728000,17200
17:21.7,20908.48004,20915.5692,20907.70785,20911.84716,2270,20906.9791,83912,400000,320800,17500,18650,-21239,720800,-7200
22:21.7,20879.62473,20879.92948,20867.04819,20879.50894,4730,20885.06849,137296,403200,321200,16050,18350,53384,724400,3600
27:21.7,20887.30052,20894.58992,20864.81578,20878.80969,4310,20886.61618,108417,390600,322600,16300,19350,-28879,713200,-11200
32:21.7,20918.08593,20939.59315,20914.74085,20926.69665,2720,20933.01222,110551,397400,318000,18650,16400,2134,715400,2200
37:21.7,20934.02408,20943.55252,20932.51358,20936.38713,3080,20944.36646,118995,400700,316000,17800,16250,8444,716700,1300
42:21.7,20940.18738,20945.16007,20920.98831,20940.3718,3220,20942.79747,121232,403700,318900,17600,16250,2237,722600,5900
47:21.7,20971.86386,20993.86567,20952.89945,20961.63624,2380,20970.47225,86218,396400,320500,19800,16300,-35014,716900,-5700
52:21.7,20887.20718,20902.26351,20880.10669,20900.8205,3550,20907.10784,101899,398300,315700,18900,19150,15681,714000,-2900
57:21.7,20908.66545,20921.79646,20900.34411,20915.61447,4270,20915.7852,91090,408000,327000,19950,18150,-10809,735000,21000
02:21.7,20888.37061,20889.48784,20880.59223,20882.59581,1390,20889.99526,141881,394600,320700,18900,17650,50791,715300,-19700
07:21.7,20831.2992,20861.97374,20829.62686,20841.73385,3920,20847.75326,54294,390100,314600,16300,18400,-87587,704700,-10600
12:21.7,20847.48732,20865.69991,20836.51405,20842.30077,3110,20856.92682,88497,400000,314200,16150,16900,34203,714200,9500
